"rm_id","rm_name","dt","n_baseline","n_crisis","percent_change","pct_estimated"
"79688334B45086844065391","Sindhupalchok","2026-08-29_0800",3009.0,2787.0,-7.39,0.0
"79688334B45086844065391","Sindhupalchok","2026-08-29_1600",4403.0,4583.0,4.07,0.0
"79688334B4770070965791","Makawanpur","2026-08-26_0000",87.0,97.0,11.62,0.0
"79688334B4770070965791","Makawanpur","2026-08-26_0800",51.0,50.0,-1.27,0.0
"79688334B4770070965791","Makawanpur","2026-08-26_1600",79.0,85.0,7.55,0.0
"79688334B4770070965791","Makawanpur","2026-08-27_0000",89.0,93.0,4.32,0.0
"79688334B4770070965791","Makawanpur","2026-08-27_0800",49.0,50.0,0.59,0.0
"79688334B4770070965791","Makawanpur","2026-08-27_1600",78.0,80.0,3.14,0.0
"79688334B4770070965791","Makawanpur","2026-08-28_0000",87.0,92.0,6.39,0.0
"79688334B4770070965791","Makawanpur","2026-08-28_0800",52.0,50.0,-3.02,0.0
"79688334B4770070965791","Makawanpur","2026-08-28_1600",76.0,81.0,6.92,0.0
"79688334B4770070965791","Makawanpur","2026-08-29_0000",86.0,89.0,3.66,0.0
"79688334B4770070965791","Makawanpur","2026-08-29_0800",24.0,20.0,-15.19,0.0
"79688334B4770070965791","Makawanpur","2026-08-29_1600",75.0,73.0,-3.21,0.0
"79688334B50883418539268","Rasuwa","2026-08-26_0000",606.0,211.0,-65.2,0.0
"79688334B50883418539268","Rasuwa","2026-08-26_1600",93.0,25.0,-72.82,0.0
"79688334B50883418539268","Rasuwa","2026-08-27_0000",372.0,187.0,-49.75,0.0
"79688334B50883418539268","Rasuwa","2026-08-27_0800",248.0,161.0,-35.27,0.0
"79688334B50883418539268","Rasuwa","2026-08-27_1600",288.0,228.0,-20.98,0.0
"79688334B50883418539268","Rasuwa","2026-08-28_0000",718.0,396.0,-44.78,0.0
"79688334B50883418539268","Rasuwa","2026-08-28_0800",332.0,169.0,-49.23,0.0
"79688334B50883418539268","Rasuwa","2026-08-28_1600",580.0,309.0,-46.76,0.0
"79688334B50883418539268","Rasuwa","2026-08-29_0000",788.0,383.0,-51.32,0.0
"79688334B50883418539268","Rasuwa","2026-08-29_0800",338.0,191.0,-43.53,0.0
"79688334B50883418539268","Rasuwa","2026-08-29_1600",690.0,382.0,-44.73,0.0
"79688334B6633706619717","Kabherepalanchok","2026-08-26_0000",1440.0,1554.0,7.96,0.0
"79688334B6633706619717","Kabherepalanchok","2026-08-26_0800",1067.0,1104.0,3.51,0.0
"79688334B6633706619717","Kabherepalanchok","2026-08-26_1600",1285.0,1376.0,7.04,0.0
"79688334B6633706619717","Kabherepalanchok","2026-08-27_0000",1485.0,1534.0,3.31,0.0
"79688334B6633706619717","Kabherepalanchok","2026-08-27_0800",1101.0,1095.0,-0.57,0.0
"79688334B6633706619717","Kabherepalanchok","2026-08-27_1600",1311.0,1248.0,-4.81,0.0
"79688334B6633706619717","Kabherepalanchok","2026-08-28_0000",1557.0,1782.0,14.42,0.0
"79688334B6633706619717","Kabherepalanchok","2026-08-28_0800",1258.0,1279.0,1.69,0.0
"79688334B6633706619717","Kabherepalanchok","2026-08-28_1600",1540.0,1634.0,6.06,0.0
"79688334B6633706619717","Kabherepalanchok","2026-08-29_0000",1778.0,1713.0,-3.62,0.0
"79688334B6633706619717","Kabherepalanchok","2026-08-29_0800",1231.0,1193.0,-3.08,0.0
"79688334B6633706619717","Kabherepalanchok","2026-08-29_1600",1468.0,1414.0,-3.68,0.0
"79688334B75108943206003","Kathmandu","2026-08-26_0000",298919.0,320438.0,7.2,0.0
"79688334B75108943206003","Kathmandu","2026-08-26_0800",224896.0,237848.0,5.76,0.0
"79688334B75108943206003","Kathmandu","2026-08-26_1600",261524.0,272782.0,4.3,0.0
"79688334B75108943206003","Kathmandu","2026-08-27_0000",301292.0,309688.0,2.79,0.0
"79688334B75108943206003","Kathmandu","2026-08-27_0800",225147.0,232103.0,3.09,0.0
"79688334B75108943206003","Kathmandu","2026-08-27_1600",261670.0,259237.0,-0.93,0.0
"79688334B75108943206003","Kathmandu","2026-08-28_0000",298410.0,310412.0,4.02,0.0
"79688334B75108943206003","Kathmandu","2026-08-28_0800",226557.0,228006.0,0.64,0.0
"79688334B75108943206003","Kathmandu","2026-08-28_1600",255937.0,263450.0,2.94,0.0
"79688334B75108943206003","Kathmandu","2026-08-29_0000",295812.0,303029.0,2.44,0.0
"79688334B75108943206003","Kathmandu","2026-08-29_0800",224603.0,223001.0,-0.71,0.0
"79688334B75108943206003","Kathmandu","2026-08-29_1600",263022.0,268003.0,1.89,0.0
"79688334B79703604543181","Dhading","2026-08-26_0000",3693.0,3522.0,-4.63,0.0
"79688334B79703604543181","Dhading","2026-08-26_0800",2405.0,2147.0,-10.76,0.0
"79688334B79703604543181","Dhading","2026-08-26_1600",3087.0,2873.0,-6.91,0.0
"79688334B79703604543181","Dhading","2026-08-27_0000",3735.0,3454.0,-7.51,0.0
"79688334B79703604543181","Dhading","2026-08-27_0800",2634.0,2405.0,-8.7,0.0
"79688334B79703604543181","Dhading","2026-08-27_1600",3297.0,3042.0,-7.72,0.0
"79688334B79703604543181","Dhading","2026-08-28_0000",3892.0,3725.0,-4.3,0.0
"79688334B79703604543181","Dhading","2026-08-28_0800",2663.0,2389.0,-10.3,0.0
"79688334B79703604543181","Dhading","2026-08-28_1600",3391.0,3235.0,-4.59,0.0
"79688334B79703604543181","Dhading","2026-08-29_0000",3844.0,3748.0,-2.49,0.0
"79688334B79703604543181","Dhading","2026-08-29_0800",2530.0,2184.0,-13.7,0.0
"79688334B79703604543181","Dhading","2026-08-29_1600",3325.0,3139.0,-5.61,0.0
